Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/08/2011 03:57:10 PM,119994638,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500022342665011,23998927.6,47551661.90707196,108603103.0,10.0,108603815.0,27150953.75,54301432.8340491,108603103.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0416685285554176,0.0083337057110835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,712.0,0.0,712.0,712.0,59996963.0,68739462.40260538,108603103.0,11390823.0,1
147.32.84.165-147.32.84.171-1042-139-6,147.32.84.165,1042,147.32.84.171,139,6,15/08/2011 04:01:42 PM,14148,18,11,2050.0,916.0,276.0,0.0,113.8888888888889,89.74662955420592,304.0,0.0,83.27272727272727,101.49393174874142,209640.93864857225,2049.759683347469,505.28571428571433,1189.3879178163943,6346.0,7.0,14137.0,831.5882352941177,1658.7223644579406,6907.0,7.0,13838.0,1383.8,1941.247296628296,6744.0,81.0,0,0,0,0,368,236,1272.264631043257,777.4950523042125,0.0,304.0,98.86666666666666,94.03731223271974,8843.016091954023,0,1,0,0,0,0,0,0,0.0,102.27586206896552,113.88888888888889,83.27272727272727,0,0,0,0,0,0,18,2050,11,916,-1,8576,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-147.32.84.171-1042-139-6,147.32.84.165,1042,147.32.84.171,139,6,15/08/2011 04:01:42 PM,1228,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.6644951140065,1228.0,0.0,1228.0,1228.0,0.0,0.0,0.0,0.0,0.0,1228.0,1228.0,0.0,1228.0,1228.0,0,0,0,0,0,40,0.0,1628.6644951140065,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,8576,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-86.65.39.15-1037-6667-6,147.32.84.165,1037,86.65.39.15,6667,6,15/08/2011 03:57:59 PM,106768535,10,8,772.0,180.0,102.0,54.0,77.2,16.56502339267892,92.0,0.0,22.5,41.675618086084135,8.916484617869862,0.1685889948756906,6280502.058823531,17761075.292701825,57827117.0,12.0,106723529.0,11858169.888888888,23612827.202230062,57865713.0,12.0,106768535.0,15252647.857142856,26106678.97739757,57827117.0,38408.0,0,0,0,0,200,160,0.093660552708717,0.0749284421669736,0.0,102.0,50.10526315789474,41.21474215326639,1698.654970760234,0,0,0,0,1,0,0,0,0.0,52.888888888888886,77.2,22.5,0,0,0,0,0,0,10,772,8,180,-1,6432,10,0,66457.0,30515.900248886646,88035.0,44879.0,53274746.0,6438024.809153969,57827117.0,48722375.0,1
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/08/2011 04:00:10 PM,119997813,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333339408444052,39999271.0,17400047.236762978,59994884.0,28300512.0,60002929.0,30001464.5,2405510.094452422,31702417.0,28300512.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0250004556333039,0.0083334852111013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,39999271.0,17400047.236762978,59994884.0,28300512.0,1
147.32.84.165-147.32.84.255-138-138-17,147.32.84.165,138,147.32.84.255,138,17,15/08/2011 03:51:35 PM,56771752,3,1,581.0,201.0,201.0,190.0,193.66666666666663,6.350852961085883,201.0,201.0,201.0,0.0,13.774456000582823,0.0704575754505515,18923917.333333336,32777158.58675381,56771720.0,14.0,56771738.0,28385869.0,40143655.46370188,56771720.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.0528431815879136,0.0176143938626378,190.0,201.0,196.6,6.024948132556827,36.3,0,0,0,0,0,0,0,0,0.0,245.75,193.66666666666663,201.0,0,0,0,0,0,0,3,581,1,201,-1,-1,3,0,14.0,0.0,14.0,14.0,56771720.0,0.0,56771720.0,56771720.0,1
147.32.84.165-147.32.96.69-1043-161-17,147.32.84.165,1043,147.32.96.69,161,17,15/08/2011 04:02:37 PM,119999819,15058,1,22165376.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,184724.01195871804,125.49185595021603,7969.173794660636,3077.242107233328,11885.0,2.0,119999804.0,7969.702065484485,3076.661407587967,11885.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120464,8,125.48352260431326,0.0083333459027967,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0977488545057,1472.0,1472.0,0,0,0,0,0,0,15058,22165376,1,1472,-1,-1,15058,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-147.32.96.69-0-0-0,147.32.84.165,0,147.32.96.69,0,0,15/08/2011 04:02:37 PM,119998045,13994,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.62690004657992,8574.963913105637,2752.09180575076,11887.0,8.0,119998037.0,8575.57614521546,2751.236975828137,11887.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,116.6185665774805,0.008333469099434,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13994,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-86.65.39.15-1037-6667-6,147.32.84.165,1037,86.65.39.15,6667,6,15/08/2011 04:01:50 PM,46871623,4,4,264.0,129.0,102.0,30.0,66.0,41.569219381653056,99.0,0.0,32.25,46.69314724882014,8.384604049234651,0.1706789628342931,6695946.142857143,17611877.63281667,46635833.0,15.0,46833377.0,15611125.666666668,26938179.5115184,46716583.0,15.0,46871623.0,15623874.333333332,26857262.226798963,46635833.0,38214.0,0,1,0,0,80,80,0.0853394814171465,0.0853394814171465,0.0,102.0,47.0,42.320207938997655,1791.0,0,0,0,1,1,0,0,0,1.0,52.875,66.0,32.25,0,0,0,0,0,0,4,264,4,129,-1,6432,4,0,38214.0,0.0,38214.0,38214.0,46635833.0,0.0,46635833.0,46635833.0,1
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/08/2011 04:03:10 PM,119996645,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250006989778755,59998322.5,5155.515541631118,60001968.0,59994677.0,60001968.0,60001968.0,0.0,60001968.0,60001968.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.016667132651917,0.0083335663259585,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,59998322.5,5155.515541631118,60001968.0,59994677.0,1
147.32.84.165-147.32.96.69-1043-161-17,147.32.84.165,1043,147.32.96.69,161,17,15/08/2011 04:04:37 PM,119992345,15033,1,22128576.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,184428.8316892215,125.29132587582984,7981.929421938387,5532.174093715255,570479.0,3.0,119982243.0,7981.788384779154,5532.3310888525975,570479.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120264,8,125.28299201086536,0.0083338649644691,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0979114008248,1472.0,1472.0,0,0,0,0,0,0,15033,22128576,1,1472,-1,-1,15033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-147.32.96.69-0-0-0,147.32.84.165,0,147.32.96.69,0,0,15/08/2011 04:04:37 PM,119992345,12768,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.41512173130712,9397.896694862173,5445.892510253692,580438.0,10.0,119982244.0,9397.841622934133,5446.102247315571,580438.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,106.40678786634264,0.0083338649644691,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12768,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-147.32.84.255-137-137-17,147.32.84.165,137,147.32.84.255,137,17,15/08/2011 04:01:42 PM,26,1,1,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,3846153.846153848,76923.07692307692,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,38461.53846153846,38461.53846153846,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,75.0,50.0,50.0,0,0,0,0,0,0,1,50,1,50,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.80.9-147.32.84.165-53-1025-17,147.32.84.165,1025,147.32.80.9,53,17,15/08/2011 03:45:28 PM,55657,1,2,34.0,471.0,34.0,34.0,34.0,0.0,437.0,34.0,235.5,284.9640328181787,9073.431913326269,53.90157572273029,27828.5,39337.05734418883,55644.0,13.0,0.0,0.0,0.0,0.0,0.0,55657.0,55657.0,0.0,55657.0,55657.0,0,0,0,0,8,16,17.967191907576765,35.93438381515353,34.0,437.0,134.75,201.5,40602.25,0,0,0,0,0,0,0,0,2.0,179.66666666666666,34.0,235.5,0,0,0,0,0,0,1,34,2,471,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-86.65.39.15-1037-6667-6,147.32.84.165,1037,86.65.39.15,6667,6,15/08/2011 04:05:05 PM,41080299,15,8,240.0,180.0,30.0,0.0,16.0,15.491933384829666,30.0,0.0,22.5,13.887301496588272,10.223878847619876,0.5598790797506124,1867286.318181818,2720535.991994092,9225654.0,194.0,41079839.0,2934274.2142857146,2932025.437210996,9225654.0,164840.0,30279834.0,4325690.571428572,4135451.3724312233,11903681.0,542208.0,0,1,0,0,300,172,0.3651385302721385,0.1947405494784738,0.0,30.0,18.75,14.836060651405209,220.1086956521739,0,0,0,1,1,0,0,0,0.0,19.565217391304348,16.0,22.5,0,0,0,0,0,0,15,240,8,180,-1,6432,8,0,5958040.0,4663093.602240041,11160558.0,2154784.0,7735393.0,1338423.403592077,9225654.0,6635694.0,1
147.32.84.165-147.32.96.69-1043-161-17,147.32.84.165,1043,147.32.96.69,161,17,15/08/2011 04:06:37 PM,119992966,15112,1,22244864.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,185397.00068752363,125.94904938011116,7940.243912122821,3099.690142665874,22023.0,3.0,119982880.0,7940.101912514043,3099.743557005343,22023.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120896,8,125.94071555827698,0.0083338218341898,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.097399589757,1472.0,1472.0,0,0,0,0,0,0,15112,22244864,1,1472,-1,-1,15112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-147.32.96.69-0-0-0,147.32.84.165,0,147.32.96.69,0,0,15/08/2011 04:06:37 PM,119992969,12467,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.90608803087454,9624.847116387276,1639.9802178443736,30106.0,16.0,119982883.0,9624.810123536035,1640.0407982060665,30106.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,103.8977542092487,0.008333821625832,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12467,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/08/2011 04:06:10 PM,119998344,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000345004761,59999172.0,5898.68476865818,60003343.0,59995001.0,59995001.0,59995001.0,0.0,59995001.0,59995001.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0166668966698407,0.0083334483349203,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,59999172.0,5898.68476865818,60003343.0,59995001.0,1
147.32.84.165-86.65.39.15-1037-6667-6,147.32.84.165,1037,86.65.39.15,6667,6,15/08/2011 04:07:41 PM,57608007,5,2,90.0,60.0,30.0,0.0,18.0,16.431676725154983,30.0,30.0,30.0,0.0,2.603804710688915,0.121510886498816,9601334.5,13831389.141886115,33482525.0,248.0,57607628.0,14401907.0,15055375.330626534,33482525.0,320616.0,23804618.0,23804618.0,0.0,23804618.0,23804618.0,0,1,0,0,100,40,0.0867934903562971,0.0347173961425188,0.0,30.0,22.5,13.887301496588272,192.8571428571429,0,0,0,1,1,0,0,0,0.0,25.714285714285715,18.0,30.0,0,0,0,0,0,0,5,90,2,60,-1,6432,3,0,2325990.5,3288911.324110837,4651602.0,379.0,26317705.0,10132585.615962,33482525.0,19152885.0,1
147.32.84.165-86.65.39.15-1037-6667-6,147.32.84.165,1037,86.65.39.15,6667,6,15/08/2011 04:09:55 PM,21586931,0,3,0.0,171.0,0.0,0.0,0.0,0.0,72.0,30.0,57.0,23.43074902771996,7.921459516408331,0.1389729739720759,10793465.5,15263966.89604444,21586720.0,211.0,0.0,0.0,0.0,0.0,0.0,21586931.0,10793465.5,15263966.89604444,21586720.0,211.0,0,1,0,0,0,60,0.0,0.1389729739720759,30.0,72.0,50.25,23.41473894793619,548.25,0,0,0,1,1,0,0,0,0.0,67.0,0.0,57.0,0,0,0,0,0,0,0,0,3,171,-1,6432,0,0,0.0,0.0,0.0,0.0,21586720.0,0.0,21586720.0,21586720.0,1
147.32.84.165-86.65.39.15-1037-6667-6,147.32.84.165,1037,86.65.39.15,6667,6,15/08/2011 04:10:17 PM,286,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6993.006993006993,286.0,0.0,286.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,3496.5034965034965,3496.5034965034965,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64099,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.80.9-147.32.84.165-53-1025-17,147.32.84.165,1025,147.32.80.9,53,17,15/08/2011 04:07:02 PM,40956569,6,3,186.0,277.0,31.0,31.0,31.0,0.0,123.0,31.0,92.33333333333331,53.11622476544557,11.304657868192034,0.2197449693601043,5119571.125,9076924.547094988,27001563.0,539.0,39947138.0,7989427.6,10796389.142425736,27001563.0,998335.0,40956569.0,20478284.5,20562540.03900453,35018196.0,5938373.0,0,0,0,0,48,24,0.1464966462400695,0.0732483231200347,31.0,123.0,49.4,38.79060596473212,1504.711111111111,0,0,0,0,0,0,0,0,0.0,54.888888888888886,31.0,92.33333333333331,0,0,0,0,0,0,6,186,3,277,-1,-1,6,0,4008316.5,5667815.111707553,8016067.0,566.0,16469698.5,14894305.612975735,27001563.0,5937834.0,1
