Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Packets/s,Bwd Packets/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.148-192.168.100.3-41254-80-6,192.168.100.148,41254,192.168.100.3,80,6,04/06/2018 02:39:34 PM,24047524,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083168645553696,24047524.0,0.0,24047524.0,24047524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.041584322776848,0.041584322776848,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,24047524.0,0.0,24047524.0,24047524.0,1
192.168.100.149-192.168.100.7-44736-80-6,192.168.100.149,44736,192.168.100.7,80,6,04/06/2018 02:34:58 PM,16494883,3,5,389.0,1124.0,389.0,0.0,129.66666666666669,224.5892547147644,1124.0,0.0,224.8,502.6680813419528,91.72541569406704,0.4849988932931503,2356411.8571428573,5658184.026659097,15136523.0,23.0,1358283.0,679141.5,960418.5931584728,1358260.0,23.0,16494883.0,4123720.75,7369756.585577408,15136563.0,35.0,0,0,0,0,96,176,0.1818745849849313,0.3031243083082189,0.0,1124.0,168.11111111111114,380.8452587483677,145043.11111111115,0,1,0,0,0,0,0,0,1.0,189.125,129.66666666666666,224.8,0,0,0,0,0,0,3,389,5,1124,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.149-192.168.100.7-48042-80-6,192.168.100.149,48042,192.168.100.7,80,6,04/06/2018 02:40:14 PM,32731177,3,5,421.0,1124.0,421.0,0.0,140.33333333333331,243.0644633288325,1124.0,0.0,224.8,502.6680813419528,47.20270218208162,0.2444152863797107,4675882.428571429,8016698.433921595,17588675.0,19.0,17588758.0,8794379.0,12437103.184391452,17588739.0,19.0,32731177.0,8182794.25,9501228.646867355,17588675.0,52.0,0,0,0,0,96,176,0.0916557323923915,0.1527595539873191,0.0,1124.0,171.66666666666666,383.30666573906586,146923.99999999997,0,1,0,0,0,0,0,0,1.0,193.125,140.33333333333334,224.8,0,0,0,0,0,0,3,421,5,1124,-1,215,1,0,143.0,0.0,143.0,143.0,17588675.0,0.0,17588675.0,17588675.0,1
192.168.100.148-192.168.100.3-59084-80-6,192.168.100.148,59084,192.168.100.3,80,6,04/06/2018 02:34:34 PM,11946560,3,5,335.0,494.0,335.0,0.0,111.66666666666666,193.41234017852463,494.0,0.0,98.8,220.9235161769792,69.3923606460772,0.6696488361503228,1706651.4285714284,2967762.1273148367,6941616.0,13.0,6941670.0,3470835.0,4908483.54498291,6941657.0,13.0,11946560.0,2986640.0,3538098.463125544,6941616.0,19.0,0,0,0,0,96,176,0.251118313556371,0.4185305225939517,0.0,494.0,92.11111111111111,187.0497557098408,34987.61111111111,0,1,0,0,0,0,0,0,1.0,103.625,111.66666666666669,98.8,0,0,0,0,0,0,3,335,5,494,-1,235,1,0,100.0,0.0,100.0,100.0,6941616.0,0.0,6941616.0,6941616.0,1
192.168.100.148-192.168.100.3-56660-80-6,192.168.100.148,56660,192.168.100.3,80,6,04/06/2018 02:33:25 PM,11954497,3,5,358.0,494.0,358.0,0.0,119.33333333333334,206.691396369886,494.0,0.0,98.8,220.9235161769792,71.27025085204338,0.66920423335252,1707785.285714286,2970427.7109880275,6952551.0,15.0,6952619.0,3476309.5,4916210.100780936,6952595.0,24.0,11954497.0,2988624.25,3541616.828059032,6952551.0,16.0,0,0,0,0,96,176,0.250951587507195,0.418252645845325,0.0,494.0,94.66666666666669,190.90049764209627,36443.0,0,1,0,0,0,0,0,0,1.0,106.5,119.33333333333331,98.8,0,0,0,0,0,0,3,358,5,494,-1,235,1,0,78.0,0.0,78.0,78.0,6952551.0,0.0,6952551.0,6952551.0,1
192.168.100.148-192.168.100.3-36966-80-6,192.168.100.148,36966,192.168.100.3,80,6,04/06/2018 02:37:28 PM,13245766,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1509916451792973,13245766.0,0.0,13245766.0,13245766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0754958225896486,0.0754958225896486,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,13245766.0,0.0,13245766.0,13245766.0,1
192.168.100.148-192.168.100.3-60302-80-6,192.168.100.148,60302,192.168.100.3,80,6,04/06/2018 02:35:19 PM,14962998,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1336630533533453,14962998.0,0.0,14962998.0,14962998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0668315266766726,0.0668315266766726,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,14962998.0,0.0,14962998.0,14962998.0,1
192.168.100.147-192.168.100.3-57984-80-6,192.168.100.147,57984,192.168.100.3,80,6,04/06/2018 02:33:03 PM,5016934,3,5,474.0,494.0,474.0,0.0,158.0,273.6640275958826,494.0,0.0,98.8,220.9235161769792,192.9465286966104,1.5945994107157877,716704.857142857,1890368.4034649108,5003643.0,16.0,13248.0,6624.0,9345.123220161411,13232.0,16.0,5016934.0,1254233.5,2499632.018223549,5003670.0,18.0,0,0,0,0,96,176,0.5979747790184204,0.9966246316973674,0.0,494.0,107.55555555555556,213.48249993331487,45574.77777777778,0,1,0,0,0,0,0,0,1.0,121.0,158.0,98.8,0,0,0,0,0,0,3,474,5,494,-1,235,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.149-192.168.100.3-42988-80-6,192.168.100.149,42988,192.168.100.3,80,6,04/06/2018 02:33:01 PM,94482405,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211679624370272,94482405.0,0.0,94482405.0,94482405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0105839812185136,0.0105839812185136,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,94482405.0,0.0,94482405.0,94482405.0,1
192.168.100.149-192.168.100.7-52850-80-6,192.168.100.149,52850,192.168.100.7,80,6,04/06/2018 02:47:03 PM,63959527,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312697747123739,63959527.0,0.0,63959527.0,63959527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0156348873561869,0.0156348873561869,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,63959527.0,0.0,63959527.0,63959527.0,1
192.168.100.149-192.168.100.7-54148-80-6,192.168.100.149,54148,192.168.100.7,80,6,04/06/2018 02:48:07 PM,16369690,3,5,416.0,1124.0,416.0,0.0,138.66666666666669,240.17771198288432,1124.0,0.0,224.8,502.6680813419528,94.07630810357436,0.4887080940445421,2338527.1428571427,5663986.162116612,15141224.0,27.0,1228394.0,614197.0,868567.5436026838,1228367.0,27.0,16369690.0,4092422.5,7388608.13178867,15141253.0,41.0,0,0,0,0,96,176,0.1832655352667033,0.3054425587778388,0.0,1124.0,171.11111111111114,382.9035271594023,146615.11111111112,0,1,0,0,0,0,0,0,1.0,192.5,138.66666666666666,224.8,0,0,0,0,0,0,3,416,5,1124,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.148-192.168.100.3-41432-80-6,192.168.100.148,41432,192.168.100.3,80,6,04/06/2018 02:39:34 PM,24010992,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832951841389976,24010992.0,0.0,24010992.0,24010992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0416475920694988,0.0416475920694988,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,24010992.0,0.0,24010992.0,24010992.0,1
192.168.100.149-192.168.100.7-44720-80-6,192.168.100.149,44720,192.168.100.7,80,6,04/06/2018 02:34:58 PM,16518233,3,5,325.0,1124.0,325.0,0.0,108.33333333333334,187.63883748662835,1124.0,0.0,224.8,502.6680813419528,87.7212471818263,0.4843133039714357,2359747.571428572,5660385.065529607,15143627.0,22.0,1374545.0,687272.5,971917.5636341284,1374522.0,23.0,16518233.0,4129558.25,7371256.693165753,15143649.0,32.0,0,0,0,0,96,176,0.1816174889892884,0.3026958149821473,0.0,1124.0,160.99999999999997,376.781103560144,141963.99999999997,0,1,0,0,0,0,0,0,1.0,181.125,108.33333333333331,224.8,0,0,0,0,0,0,3,325,5,1124,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.148-192.168.100.3-40498-80-6,192.168.100.148,40498,192.168.100.3,80,6,04/06/2018 02:39:05 PM,11275249,3,5,307.0,494.0,307.0,0.0,102.33333333333334,177.2465326412151,494.0,0.0,98.8,220.9235161769792,71.04055972511117,0.7095186988775147,1610749.8571428573,2775244.176345115,6273607.0,16.0,6273674.0,3136837.0,4436122.073014673,6273649.0,25.0,11275249.0,2818812.25,3296004.0059985137,6273607.0,16.0,0,0,0,0,96,176,0.266069512079068,0.4434491867984467,0.0,494.0,88.99999999999999,182.686890607947,33374.49999999999,0,1,0,0,0,0,0,0,1.0,100.125,102.33333333333331,98.8,0,0,0,0,0,0,3,307,5,494,-1,235,1,0,83.0,0.0,83.0,83.0,6273607.0,0.0,6273607.0,6273607.0,1
192.168.100.150-192.168.100.7-45754-80-6,192.168.100.150,45754,192.168.100.7,80,6,04/06/2018 02:39:50 PM,22200308,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0900888402088836,22200308.0,0.0,22200308.0,22200308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0450444201044418,0.0450444201044418,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,22200308.0,0.0,22200308.0,22200308.0,1
192.168.100.149-192.168.100.3-41714-80-6,192.168.100.149,41714,192.168.100.3,80,6,04/06/2018 02:32:01 PM,11364709,3,5,357.0,494.0,357.0,0.0,119.0,206.1140461006964,494.0,0.0,98.8,220.9235161769792,74.88093183908185,0.7039335543039422,1623529.8571428573,2800295.445354438,6361971.0,19.0,6362041.0,3181020.5,4498602.735307097,6362013.0,28.0,11364709.0,2841177.25,3327256.592973895,6361971.0,25.0,0,0,0,0,96,176,0.2639750828639783,0.4399584714399638,0.0,494.0,94.55555555555556,190.72828258487988,36377.27777777779,0,1,0,0,0,0,0,0,1.0,106.375,119.0,98.8,0,0,0,0,0,0,3,357,5,494,-1,235,1,0,100.0,0.0,100.0,100.0,6361971.0,0.0,6361971.0,6361971.0,1
192.168.100.149-192.168.100.7-54460-80-6,192.168.100.149,54460,192.168.100.7,80,6,04/06/2018 02:48:42 PM,94410245,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211841416151393,94410245.0,0.0,94410245.0,94410245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0105920708075696,0.0105920708075696,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,94410245.0,0.0,94410245.0,94410245.0,1
192.168.100.148-192.168.100.3-41836-80-6,192.168.100.148,41836,192.168.100.3,80,6,04/06/2018 02:39:48 PM,10041716,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1991691459905857,10041716.0,0.0,10041716.0,10041716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0995845729952928,0.0995845729952928,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,10041716.0,0.0,10041716.0,10041716.0,1
192.168.100.149-192.168.100.7-50896-80-6,192.168.100.149,50896,192.168.100.7,80,6,04/06/2018 02:44:04 PM,18647116,4,4,428.0,1124.0,428.0,0.0,107.0,214.0,1124.0,0.0,281.0,562.0,83.23002870792459,0.4290207665356937,2663873.714285714,6976393.73123934,18484250.0,16.0,18647051.0,6215683.666666666,10625249.22187665,18484305.0,16.0,18484357.0,6161452.333333333,10671855.825052656,18484250.0,31.0,0,0,0,0,128,144,0.2145103832678468,0.2145103832678468,0.0,1124.0,172.44444444444446,383.8825051728429,147365.77777777778,0,1,0,0,0,0,0,0,1.0,194.0,107.0,281.0,0,0,0,0,0,0,4,428,4,1124,-1,215,1,0,107.0,0.0,107.0,107.0,18484250.0,0.0,18484250.0,18484250.0,1
192.168.100.149-192.168.100.7-56198-80-6,192.168.100.149,56198,192.168.100.7,80,6,04/06/2018 02:50:51 PM,94461855,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211725674876911,94461855.0,0.0,94461855.0,94461855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0105862837438455,0.0105862837438455,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,94461855.0,0.0,94461855.0,94461855.0,1
192.168.100.149-192.168.100.7-58606-80-6,192.168.100.7,80,192.168.100.149,58606,6,04/06/2018 02:53:01 PM,1293861,1,2,1124.0,0.0,1124.0,1124.0,1124.0,0.0,0.0,0.0,0.0,0.0,868.717737067583,2.3186416469775346,646930.5,914855.4606059364,1293831.0,30.0,0.0,0.0,0.0,0.0,0.0,1293861.0,1293861.0,0.0,1293861.0,1293861.0,0,0,0,0,32,52,0.7728805489925116,1.5457610979850231,0.0,1124.0,281.0,562.0,315844.00000000006,0,0,0,0,1,0,0,0,2.0,374.6666666666667,1124.0,0.0,0,0,0,0,0,0,1,1124,2,0,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.148-192.168.100.3-39688-80-6,192.168.100.148,39688,192.168.100.3,80,6,04/06/2018 02:38:44 PM,11767666,3,5,409.0,494.0,409.0,0.0,136.33333333333331,236.13626009855693,494.0,0.0,98.8,220.9235161769792,76.73569253240193,0.6798289482383337,1681095.142857143,2915771.759149907,6765645.0,21.0,6765724.0,3382862.0,4784056.793124639,6765701.0,23.0,11767666.0,2941916.5,3472445.592391381,6765645.0,21.0,0,0,0,0,96,176,0.2549358555893751,0.4248930926489586,0.0,494.0,100.33333333333331,200.2236249796712,40089.5,0,1,0,0,0,0,0,0,1.0,112.875,136.33333333333334,98.8,0,0,0,0,0,0,3,409,5,494,-1,235,1,0,104.0,0.0,104.0,104.0,6765645.0,0.0,6765645.0,6765645.0,1
192.168.100.149-192.168.100.7-53612-80-6,192.168.100.149,53612,192.168.100.7,80,6,04/06/2018 02:47:24 PM,16927253,3,5,299.0,1124.0,299.0,0.0,99.66666666666666,172.6277304876981,1124.0,0.0,224.8,502.6680813419528,84.06561891643021,0.4726106474570918,2418179.0,5649809.666269033,15141576.0,31.0,1785580.0,892790.0,1262540.572022143,1785541.0,39.0,16927253.0,4231813.25,7321736.847919277,15141617.0,42.0,0,0,0,0,96,176,0.1772289927964094,0.2953816546606824,0.0,1124.0,158.11111111111111,375.4638612584587,140973.11111111112,0,1,0,0,0,0,0,0,1.0,177.875,99.66666666666669,224.8,0,0,0,0,0,0,3,299,5,1124,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.147-192.168.100.3-57754-80-6,192.168.100.147,57754,192.168.100.3,80,6,04/06/2018 02:32:54 PM,8988085,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2225168097542468,8988085.0,0.0,8988085.0,8988085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.1112584048771234,0.1112584048771234,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,8988085.0,0.0,8988085.0,8988085.0,1
